154.16,154.8,152.6,122.44,130.32,136.72,144.3,146.44,132.8,113.92,128.3,116.9,158.62,166,171.8,132.22,128.56,129.5,157.4,150.96,155.62,134.04,132.86,136.68
6.2,7.2,6.2,5.8,6.2,5.8,6.2,5.6,6,5.4,5.6,4.6,7,7,6.2,5,5.2,6,5.6,6.2,6.2,5.6,5,5
312.4,287.6,311.8,213.6,250.6,245.6,221.8,240.8,224,141.4,169.2,127.2,297.6,221.8,174.4,143.8,163.2,195,195.2,183.2,185.4,152.4,130,159.6
39.10691421,40.47635605,41.09685696,45.38389513,41.18515563,45.09364821,32.88097385,40.34468439,43.91964286,49.34229137,44.44444444,48.75786164,45.35954301,35.51397656,74.12844037,67.92072323,46.94240196,46.34871795,51.8852459,41.41921397,46.51024811,42.52624672,52.5,30.06892231
6981.142857,6652,7322.285714,5539.428571,5897.714286,6328.571429,4167.428571,5551.428571,5621.714286,3986.857143,4297.142857,3544,7713.714286,4501.142857,7387.428571,5581.142857,4377.714286,5164.571429,5787.428571,4336,4927.428571,3703.428571,3900,2742.285714
1.961714286,1.931428571,2.026285714,1.486857143,1.627428571,1.758857143,1.238285714,1.557714286,1.516571429,1.182285714,1.223428571,1.069714286,2.335428571,1.490285714,2.161714286,1.593142857,1.401714286,1.527428571,1.694857143,1.246857143,1.425142857,1.223428571,1.185142857,0.870285714
35.58695019,34.4408284,36.13649182,37.25595696,36.23946629,35.9811566,33.65482234,35.63829787,37.06857573,33.72160464,35.12377394,33.13034188,33.02911671,30.20322086,34.17393603,35.03228121,31.23114554,33.81219603,34.14699933,34.77543538,34.57497995,30.27090145,32.90742527,31.51017728
11.63540333,13.29589708,12.0837075,13.20692884,11.85115722,13.71783388,9.036970243,10.65739203,10.99285714,11.49292786,9.810874704,11.55031447,14.08837366,11.84400361,23.49713303,17.21279555,13.51838235,12.84410256,12.09733607,9.502183406,10.90992449,8.479658793,10.59769231,6.237468672
207708.5714,218508.5714,215297.1429,161200,169708.5714,192520,114537.1429,146645.7143,140708.5714,92862.85714,94857.14286,83954.28571,239582.8571,150114.2857,234165.7143,141440,126068.5714,143120,134937.1429,99474.28571,115582.8571,73845.71429,78725.71429,56885.71429
3.361027814,3.04427417,3.401013881,3.436370082,3.475201185,3.287228043,3.63849531,3.785605736,3.995289149,4.29327426,4.530120482,4.22134495,3.219643666,2.998477351,3.154786598,3.945943762,3.472486629,3.608560249,4.288981113,4.358915441,4.26311366,5.015089376,4.953908688,4.820693119
52.1,51.3,52.2,51,50.6,49.5,51.8,50.4,51,49.5,50.7,49.8,50.8,49.9,51.8,50.3,49.2,49.3,49.9,49.8,49.1,48.8,48.5,48.4
13.978,14.442,14.558,14.152,15.486,15.486,14.384,14.674,15.37,15.486,16.298,16.124,14.906,16.066,15.254,16.414,15.892,16.994,16.588,15.66,16.646,17.168,17.284,17.4
